title|raw_text|meal_type|cultural_restriction|calories|allergies
 English Muffin with Jam|"74. English Muffin with Jam:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Breakfast Hash|"75. Breakfast Hash:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Danish Pastries|"76. Danish Pastries:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: Denmark

"|morning snacks|None|-1.0|
 Breakfast Tostada|"77. Breakfast Tostada:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Mexico

"|morning snacks|None|-1.0|
 Banana Bread|"78. Banana Bread:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Egg and Cheese Bagel|"79. Egg and Cheese Bagel:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Bacon and Egg Muffin|"80. Bacon and Egg Muffin:
- Calories per portion: 450 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cheddar and Herb Biscuits|"81. Cheddar and Herb Biscuits:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Raspberry Muffins|"82. Raspberry Muffins:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Egg in a Hole|"83. Egg in a Hole:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Dutch Baby Pancake|"84. Dutch Baby Pancake:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Netherlands

"|morning snacks|None|-1.0|
 Breakfast Nachos|"85. Breakfast Nachos:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Zucchini and Feta Fritters|"86. Zucchini and Feta Fritters:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: Greece

"|morning snacks|None|-1.0|
 Pear and Almond Butter Toast|"87. Pear and Almond Butter Toast:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Breakfast Quinoa Bowl|"88. Breakfast Quinoa Bowl:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Croissant Sandwich|"89. Croissant Sandwich:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Egg Salad Wrap|"90. Egg Salad Wrap:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cornbread Muffins|"91. Cornbread Muffins:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Spanish Omelette|"92. Spanish Omelette:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: Spain

"|morning snacks|None|-1.0|
 Biscuits and Gravy|"93. Biscuits and Gravy:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Quinoa and Spinach Patties|"94. Quinoa and Spinach Patties:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Breakfast Flatbread|"95. Breakfast Flatbread:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Raspberry Scones|"96. Raspberry Scones:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: United Kingdom

"|morning snacks|None|-1.0|
 Overnight Chia Pudding|"97. Overnight Chia Pudding:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Baked Oatmeal|"98. Baked Oatmeal:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Egg and Avocado Wrap|"99. Egg and Avocado Wrap:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cinnamon Swirl Bread|"100. Cinnamon Swirl Bread:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: N/A

(Note: Due to the character limit, only the first 100 recipes are listed here. The remaining 100 recipes will be provided in a separate response.)"|morning snacks|None|-1.0|
 Steamed Fish with Lemon Butter Sauce - 150 calories per portion, 4 portions, no allergic warnings, Origin|"1. Steamed Fish with Lemon Butter Sauce - 150 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|150.0|
 Grilled Chicken Caesar Salad - 250 calories per portion, 4 portions, contains dairy (cheese), Origin|"2. Grilled Chicken Caesar Salad - 250 calories per portion, 4 portions, contains dairy (cheese), Origin: Unknown
"|dinner|None|250.0|contains dairy (cheese)
 Spaghetti Bolognese - 450 calories per portion, 4 portions, contains gluten (pasta), Origin|"3. Spaghetti Bolognese - 450 calories per portion, 4 portions, contains gluten (pasta), Origin: Italy
"|dinner|None|450.0|contains gluten (pasta)
 Vegetable Stir-Fry with Tofu - 200 calories per portion, 4 portions, no allergic warnings, Origin|"4. Vegetable Stir-Fry with Tofu - 200 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|200.0|
 Beef Tacos - 350 calories per portion, 4 portions, contains gluten (tortillas), Origin|"5. Beef Tacos - 350 calories per portion, 4 portions, contains gluten (tortillas), Origin: Mexico
"|dinner|None|350.0|contains gluten (tortillas)
 Moroccan Lentil Soup - 180 calories per portion, 6 portions, no allergic warnings, Origin|"6. Moroccan Lentil Soup - 180 calories per portion, 6 portions, no allergic warnings, Origin: Morocco
"|dinner|None|180.0|
 Grilled Salmon with Dill Sauce - 300 calories per portion, 4 portions, no allergic warnings, Origin|"7. Grilled Salmon with Dill Sauce - 300 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|300.0|
 Chicken Tikka Masala - 500 calories per portion, 4 portions, contains dairy, Origin|"8. Chicken Tikka Masala - 500 calories per portion, 4 portions, contains dairy, Origin: India
"|dinner|None|500.0|contains dairy
 Shrimp Stir-Fry with Vegetables - 220 calories per portion, 4 portions, contains shellfish, Origin|"9. Shrimp Stir-Fry with Vegetables - 220 calories per portion, 4 portions, contains shellfish, Origin: Unknown
"|dinner|None|220.0|contains shellfish
 Caprese Salad - 200 calories per portion, 4 portions, contains dairy (cheese), Origin|"10. Caprese Salad - 200 calories per portion, 4 portions, contains dairy (cheese), Origin: Italy
"|dinner|None|200.0|contains dairy (cheese)
 Lemon Herb Roasted Chicken - 400 calories per portion, 4 portions, no allergic warnings, Origin|"11. Lemon Herb Roasted Chicken - 400 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|400.0|
 Beef and Broccoli Stir-Fry - 280 calories per portion, 4 portions, contains gluten (soy sauce), Origin|"12. Beef and Broccoli Stir-Fry - 280 calories per portion, 4 portions, contains gluten (soy sauce), Origin: China
"|dinner|None|280.0|contains gluten (soy sauce)
 Greek Moussaka - 450 calories per portion, 6 portions, contains dairy (cheese), Origin|"13. Greek Moussaka - 450 calories per portion, 6 portions, contains dairy (cheese), Origin: Greece
"|dinner|None|450.0|contains dairy (cheese)
 Teriyaki Salmon with Rice - 400 calories per portion, 4 portions, contains gluten (soy sauce), Origin|"14. Teriyaki Salmon with Rice - 400 calories per portion, 4 portions, contains gluten (soy sauce), Origin: Japan
"|dinner|None|400.0|contains gluten (soy sauce)
 Chicken Fajitas - 350 calories per portion, 4 portions, contains gluten (tortillas), Origin|"15. Chicken Fajitas - 350 calories per portion, 4 portions, contains gluten (tortillas), Origin: Mexico
"|dinner|None|350.0|contains gluten (tortillas)
 Spinach and Feta Stuffed Chicken Breast - 300 calories per portion, 4 portions, contains dairy (cheese), Origin|"16. Spinach and Feta Stuffed Chicken Breast - 300 calories per portion, 4 portions, contains dairy (cheese), Origin: Unknown
"|dinner|None|300.0|contains dairy (cheese)
 Butternut Squash Risotto - 400 calories per portion, 4 portions, contains dairy (cheese), Origin|"17. Butternut Squash Risotto - 400 calories per portion, 4 portions, contains dairy (cheese), Origin: Italy
"|dinner|None|400.0|contains dairy (cheese)
 Thai Green Curry with Chicken - 450 calories per portion, 4 portions, contains shellfish (fish sauce), Origin|"18. Thai Green Curry with Chicken - 450 calories per portion, 4 portions, contains shellfish (fish sauce), Origin: Thailand
"|dinner|None|450.0|contains shellfish (fish sauce)
 Ratatouille - 200 calories per portion, 6 portions, no allergic warnings, Origin|"19. Ratatouille - 200 calories per portion, 6 portions, no allergic warnings, Origin: France
"|dinner|None|200.0|
 Baked Cod with Lemon and Garlic - 250 calories per portion, 4 portions, no allergic warnings, Origin|"20. Baked Cod with Lemon and Garlic - 250 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|250.0|
 Spicy Pork Stir-Fry with Rice - 500 calories per portion, 4 portions, contains gluten (soy sauce), Origin|"21. Spicy Pork Stir-Fry with Rice - 500 calories per portion, 4 portions, contains gluten (soy sauce), Origin: Unknown
"|dinner|None|500.0|contains gluten (soy sauce)
 BBQ Pulled Pork Sandwich - 600 calories per portion, 4 portions, contains gluten (bread), Origin|"22. BBQ Pulled Pork Sandwich - 600 calories per portion, 4 portions, contains gluten (bread), Origin: United States
"|dinner|None|600.0|contains gluten (bread)
 Greek Salad with Grilled Chicken - 350 calories per portion, 4 portions, contains dairy (cheese), Origin|"23. Greek Salad with Grilled Chicken - 350 calories per portion, 4 portions, contains dairy (cheese), Origin: Greece
"|dinner|None|350.0|contains dairy (cheese)
 Moroccan Chicken Tagine - 400 calories per portion, 4 portions, no allergic warnings, Origin|"24. Moroccan Chicken Tagine - 400 calories per portion, 4 portions, no allergic warnings, Origin: Morocco
"|dinner|None|400.0|
 Zucchini Noodles with Pesto - 300 calories per portion, 4 portions, contains nuts (pine nuts), Origin|"25. Zucchini Noodles with Pesto - 300 calories per portion, 4 portions, contains nuts (pine nuts), Origin: Italy
"|dinner|None|300.0|contains nuts (pine nuts)
 Chicken Enchiladas - 450 calories per portion, 4 portions, contains gluten (tortillas), Origin|"26. Chicken Enchiladas - 450 calories per portion, 4 portions, contains gluten (tortillas), Origin: Mexico
"|dinner|None|450.0|contains gluten (tortillas)
 Salmon Cakes with Cucumber Dill Sauce - 350 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin|"27. Salmon Cakes with Cucumber Dill Sauce - 350 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin: Unknown
"|dinner|None|350.0|contains gluten (breadcrumbs)
 Spicy Black Bean Burritos - 400 calories per portion, 4 portions, contains gluten (tortillas), Origin|"28. Spicy Black Bean Burritos - 400 calories per portion, 4 portions, contains gluten (tortillas), Origin: Mexico
"|dinner|None|400.0|contains gluten (tortillas)
 Pad Thai - 500 calories per portion, 4 portions, contains gluten (noodles), Origin|"29. Pad Thai - 500 calories per portion, 4 portions, contains gluten (noodles), Origin: Thailand
"|dinner|None|500.0|contains gluten (noodles)
 Italian Wedding Soup - 250 calories per portion, 6 portions, contains gluten (pasta), Origin|"30. Italian Wedding Soup - 250 calories per portion, 6 portions, contains gluten (pasta), Origin: Italy
"|dinner|None|250.0|contains gluten (pasta)
 Lemon Garlic Shrimp Scampi - 300 calories per portion, 4 portions, contains gluten (pasta), Origin|"31. Lemon Garlic Shrimp Scampi - 300 calories per portion, 4 portions, contains gluten (pasta), Origin: Italy
"|dinner|None|300.0|contains gluten (pasta)
 Beef Stroganoff with Egg Noodles - 450 calories per portion, 4 portions, contains gluten (noodles), Origin|"32. Beef Stroganoff with Egg Noodles - 450 calories per portion, 4 portions, contains gluten (noodles), Origin: Russia
"|dinner|None|450.0|contains gluten (noodles)
 Vegetarian Chili - 300 calories per portion, 6 portions, no allergic warnings, Origin|"33. Vegetarian Chili - 300 calories per portion, 6 portions, no allergic warnings, Origin: Unknown
"|dinner|None|300.0|
 Baked Chicken Parmesan - 400 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin|"34. Baked Chicken Parmesan - 400 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin: Italy
"|dinner|None|400.0|contains gluten (breadcrumbs)
 Korean BBQ Beef - 500 calories per portion, 4 portions, no allergic warnings, Origin|"35. Korean BBQ Beef - 500 calories per portion, 4 portions, no allergic warnings, Origin: South Korea
"|dinner|None|500.0|
 Thai Red Curry with Vegetables - 350 calories per portion, 4 portions, contains shellfish (fish sauce), Origin|"36. Thai Red Curry with Vegetables - 350 calories per portion, 4 portions, contains shellfish (fish sauce), Origin: Thailand
"|dinner|None|350.0|contains shellfish (fish sauce)
 Beef and Mushroom Stroganoff - 400 calories per portion, 4 portions, contains gluten (flour), Origin|"37. Beef and Mushroom Stroganoff - 400 calories per portion, 4 portions, contains gluten (flour), Origin: Russia
"|dinner|None|400.0|contains gluten (flour)
 Quinoa Stuffed Bell Peppers - 300 calories per portion, 4 portions, no allergic warnings, Origin|"38. Quinoa Stuffed Bell Peppers - 300 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|300.0|
 Chicken Cordon Bleu - 500 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin|"39. Chicken Cordon Bleu - 500 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin: Unknown
"|dinner|None|500.0|contains gluten (breadcrumbs)
 Shrimp Scampi Linguine - 400 calories per portion, 4 portions, contains gluten (pasta), Origin|"40. Shrimp Scampi Linguine - 400 calories per portion, 4 portions, contains gluten (pasta), Origin: Italy
"|dinner|None|400.0|contains gluten (pasta)
 BBQ Ribs with Coleslaw - 600 calories per portion, 4 portions, no allergic warnings, Origin|"41. BBQ Ribs with Coleslaw - 600 calories per portion, 4 portions, no allergic warnings, Origin: United States
"|dinner|None|600.0|
 Tomato and Basil Bruschetta - 250 calories per portion, 4 portions, contains gluten (bread), Origin|"42. Tomato and Basil Bruschetta - 250 calories per portion, 4 portions, contains gluten (bread), Origin: Italy
"|dinner|None|250.0|contains gluten (bread)
 Chicken Satay with Peanut Sauce - 400 calories per portion, 4 portions, contains nuts (peanuts), Origin|"43. Chicken Satay with Peanut Sauce - 400 calories per portion, 4 portions, contains nuts (peanuts), Origin: Indonesia
"|dinner|None|400.0|contains nuts (peanuts)
 Chinese Sweet and Sour Pork - 500 calories per portion, 4 portions, no allergic warnings, Origin|"44. Chinese Sweet and Sour Pork - 500 calories per portion, 4 portions, no allergic warnings, Origin: China
"|dinner|None|500.0|
 Eggplant Parmesan - 350 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin|"45. Eggplant Parmesan - 350 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin: Italy
"|dinner|None|350.0|contains gluten (breadcrumbs)
 Thai Pineapple Fried Rice - 400 calories per portion, 4 portions, contains shellfish, Origin|"46. Thai Pineapple Fried Rice - 400 calories per portion, 4 portions, contains shellfish, Origin: Thailand
"|dinner|None|400.0|contains shellfish
 Beef and Vegetable Stir-Fry - 350 calories per portion, 4 portions, contains gluten (soy sauce), Origin|"47. Beef and Vegetable Stir-Fry - 350 calories per portion, 4 portions, contains gluten (soy sauce), Origin: Unknown
"|dinner|None|350.0|contains gluten (soy sauce)
 Vegetarian Lasagna - 450 calories per portion, 4 portions, contains gluten (pasta), Origin|"48. Vegetarian Lasagna - 450 calories per portion, 4 portions, contains gluten (pasta), Origin: Italy
"|dinner|None|450.0|contains gluten (pasta)
 Salmon with Lemon Herb Quinoa - 450 calories per portion, 4 portions, no allergic warnings, Origin|"49. Salmon with Lemon Herb Quinoa - 450 calories per portion, 4 portions, no allergic warnings, Origin: Unknown
"|dinner|None|450.0|
