|title|raw_text|meal_type|cultural_restriction
6|" Cucumber Avocado Salad - 100kcal per portion, 2 portions
   - Allergic warnings"|"7. Cucumber Avocado Salad - 100kcal per portion, 2 portions
   - Allergic warnings: None
   - Origin: Unknown

"|dinner|kosher
7|" Sweet Potato and Black Bean Tacos - 350kcal per portion, 2 portions
   - Allergic warnings"|"8. Sweet Potato and Black Bean Tacos - 350kcal per portion, 2 portions
   - Allergic warnings: None
   - Origin: Unknown

"|dinner|kosher
8|" Teriyaki Salmon with Steamed Broccoli - 400kcal per portion, 2 portions
   - Allergic warnings"|"9. Teriyaki Salmon with Steamed Broccoli - 400kcal per portion, 2 portions
   - Allergic warnings: Fish
   - Origin: Japan

"|dinner|kosher
9|" Lentil Soup - 200kcal per portion, 4 portions
    - Allergic warnings"|"10. Lentil Soup - 200kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
10|" Quinoa Stuffed Zucchini Boats - 300kcal per portion, 2 portions
    - Allergic warnings"|"11. Quinoa Stuffed Zucchini Boats - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
11|" Baked Salmon with Asparagus - 400kcal per portion, 2 portions
    - Allergic warnings"|"12. Baked Salmon with Asparagus - 400kcal per portion, 2 portions
    - Allergic warnings: Fish
    - Origin: Unknown

"|dinner|kosher
12|" Spinach and Mushroom Quiche - 250kcal per portion, 4 portions
    - Allergic warnings"|"13. Spinach and Mushroom Quiche - 250kcal per portion, 4 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown
    
"|dinner|kosher
13|" Veggie Sushi Rolls - 300kcal per portion, 6 portions
    - Allergic warnings"|"14. Veggie Sushi Rolls - 300kcal per portion, 6 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Japan

"|dinner|kosher
14|" Greek Salad - 200kcal per portion, 2 portions
    - Allergic warnings"|"15. Greek Salad - 200kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Greece

"|dinner|kosher
15|" Roasted Butternut Squash Soup - 150kcal per portion, 4 portions
    - Allergic warnings"|"16. Roasted Butternut Squash Soup - 150kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
16|" Baked Chicken with Green Beans - 350kcal per portion, 2 portions
    - Allergic warnings"|"17. Baked Chicken with Green Beans - 350kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
17|" Stuffed Portobello Mushrooms - 200kcal per portion, 2 portions
    - Allergic warnings"|"18. Stuffed Portobello Mushrooms - 200kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
18|" Eggplant Parmesan - 400kcal per portion, 2 portions
    - Allergic warnings"|"19. Eggplant Parmesan - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Italy

"|dinner|kosher
19|" Mexican Quinoa Skillet - 300kcal per portion, 4 portions
    - Allergic warnings"|"20. Mexican Quinoa Skillet - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Mexico

"|dinner|kosher
20|" Thai Coconut Curry with Tofu - 400kcal per portion, 2 portions
    - Allergic warnings"|"21. Thai Coconut Curry with Tofu - 400kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Thailand

"|dinner|kosher
21|" Caprese Salad - 250kcal per portion, 2 portions
    - Allergic warnings"|"22. Caprese Salad - 250kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Italy

"|dinner|kosher
22|" Veggie Stir Fry - 200kcal per portion, 2 portions
    - Allergic warnings"|"23. Veggie Stir Fry - 200kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
23|" Baked Cod with Lemon and Herbs - 300kcal per portion, 2 portions
    - Allergic warnings"|"24. Baked Cod with Lemon and Herbs - 300kcal per portion, 2 portions
    - Allergic warnings: Fish
    - Origin: Unknown

"|dinner|kosher
24|" Quinoa and Black Bean Salad - 250kcal per portion, 4 portions
    - Allergic warnings"|"25. Quinoa and Black Bean Salad - 250kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
25|" Moroccan Vegetable Tagine - 300kcal per portion, 4 portions
    - Allergic warnings"|"26. Moroccan Vegetable Tagine - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Morocco

"|dinner|kosher
26|" Greek Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings"|"27. Greek Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Greece

"|dinner|kosher
27|" Lentil and Vegetable Curry - 300kcal per portion, 4 portions
    - Allergic warnings"|"28. Lentil and Vegetable Curry - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
28|" Smashed Chickpea Salad Sandwich - 250kcal per portion, 2 portions
    - Allergic warnings"|"29. Smashed Chickpea Salad Sandwich - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
29|" Mushroom Risotto - 400kcal per portion, 2 portions
    - Allergic warnings"|"30. Mushroom Risotto - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Italy

"|dinner|kosher
30|" Spaghetti Aglio e Olio - 400kcal per portion, 2 portions
    - Allergic warnings"|"31. Spaghetti Aglio e Olio - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Italy

"|dinner|kosher
31|" Vegetable Fajitas - 250kcal per portion, 2 portions
    - Allergic warnings"|"32. Vegetable Fajitas - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
32|" Honey Glazed Chicken with Roasted Vegetables - 400kcal per portion, 2 portions
    - Allergic warnings"|"33. Honey Glazed Chicken with Roasted Vegetables - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
33|" Quinoa and Vegetable Stuffed Peppers - 250kcal per portion, 2 portions
    - Allergic warnings"|"34. Quinoa and Vegetable Stuffed Peppers - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
34|" Ratatouille - 200kcal per portion, 4 portions
    - Allergic warnings"|"35. Ratatouille - 200kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: France

"|dinner|kosher
35|" Zucchini Noodles with Tomato Sauce - 300kcal per portion, 2 portions
    - Allergic warnings"|"36. Zucchini Noodles with Tomato Sauce - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
36|" Teriyaki Tofu Stir Fry - 350kcal per portion, 2 portions
    - Allergic warnings"|"37. Teriyaki Tofu Stir Fry - 350kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Japan

"|dinner|kosher
37|" Caesar Salad with Grilled Chicken - 400kcal per portion, 2 portions
    - Allergic warnings"|"38. Caesar Salad with Grilled Chicken - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using dressing)
    - Origin: Unknown

"|dinner|kosher
38|" Vegetable Quesadillas - 300kcal per portion, 2 portions
    - Allergic warnings"|"39. Vegetable Quesadillas - 300kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown

"|dinner|kosher
39|" Grilled Shrimp Skewers - 250kcal per portion, 2 portions
    - Allergic warnings"|"40. Grilled Shrimp Skewers - 250kcal per portion, 2 portions
    - Allergic warnings: Shellfish
    - Origin: Unknown

"|dinner|kosher
40|" Fried Rice - 400kcal per portion, 2 portions
    - Allergic warnings"|"41. Fried Rice - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
41|" Stuffed Cabbage Rolls - 250kcal per portion, 4 portions
    - Allergic warnings"|"42. Stuffed Cabbage Rolls - 250kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
42|" Pesto Pasta with Roasted Vegetables - 400kcal per portion, 2 portions
    - Allergic warnings"|"43. Pesto Pasta with Roasted Vegetables - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
43|" Lentil and Spinach Curry - 300kcal per portion, 4 portions
    - Allergic warnings"|"44. Lentil and Spinach Curry - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
44|" Greek Yogurt Chicken Kebabs - 400kcal per portion, 2 portions
    - Allergic warnings"|"45. Greek Yogurt Chicken Kebabs - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using yogurt)
    - Origin: Greece

"|dinner|kosher
45|" Vegetable Paella - 300kcal per portion, 4 portions
    - Allergic warnings"|"46. Vegetable Paella - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Spain

"|dinner|kosher
46|" Spinach and Feta Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings"|"47. Spinach and Feta Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Greece

"|dinner|kosher
47|" Mushroom and Spinach Omelette - 250kcal per portion, 2 portions
    - Allergic warnings"|"48. Mushroom and Spinach Omelette - 250kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown

"|dinner|kosher
48|" Sushi Bowl - 300kcal per portion, 2 portions
    - Allergic warnings"|"49. Sushi Bowl - 300kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Japan

"|dinner|kosher
49|" Caprese Stuffed Portobello Mushrooms - 200kcal per portion, 2 portions
    - Allergic warnings"|"50. Caprese Stuffed Portobello Mushrooms - 200kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Italy

"|dinner|kosher
50|" Vegetable Tikka Masala - 300kcal per portion, 4 portions
    - Allergic warnings"|"51. Vegetable Tikka Masala - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: India

"|dinner|kosher
51|" Roasted Asparagus with Lemon and Parmesan - 150kcal per portion, 4 portions
    - Allergic warnings"|"52. Roasted Asparagus with Lemon and Parmesan - 150kcal per portion, 4 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown

"|dinner|kosher
52|" Tofu and Vegetable Stir Fry - 250kcal per portion, 2 portions
    - Allergic warnings"|"53. Tofu and Vegetable Stir Fry - 250kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Unknown

"|dinner|kosher
53|" Greek Lemon Chicken Soup - 150kcal per portion, 4 portions
    - Allergic warnings"|"54. Greek Lemon Chicken Soup - 150kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Greece

"|dinner|kosher
54|" Stuffed Tomatoes with Couscous - 200kcal per portion, 2 portions
    - Allergic warnings"|"55. Stuffed Tomatoes with Couscous - 200kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
55|" Chickpea Salad - 250kcal per portion, 2 portions
    - Allergic warnings"|"56. Chickpea Salad - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
56|" Teriyaki Vegetable and Tofu Skewers - 300kcal per portion, 2 portions
    - Allergic warnings"|"57. Teriyaki Vegetable and Tofu Skewers - 300kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: Japan

"|dinner|kosher
57|" Eggplant Lasagna - 400kcal per portion, 2 portions
    - Allergic warnings"|"58. Eggplant Lasagna - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown

"|dinner|kosher
58|" Quinoa Stuffed Mushrooms - 250kcal per portion, 2 portions
    - Allergic warnings"|"59. Quinoa Stuffed Mushrooms - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
59|" Roasted Vegetable Tacos - 300kcal per portion, 2 portions
    - Allergic warnings"|"60. Roasted Vegetable Tacos - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
60|" Lemon Garlic Shrimp Pasta - 400kcal per portion, 2 portions
    - Allergic warnings"|"61. Lemon Garlic Shrimp Pasta - 400kcal per portion, 2 portions
    - Allergic warnings: Shellfish
    - Origin: Unknown

"|dinner|kosher
61|" Moroccan Chickpea Salad - 200kcal per portion, 4 portions
    - Allergic warnings"|"62. Moroccan Chickpea Salad - 200kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Morocco

"|dinner|kosher
62|" Spinach and Goat Cheese Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings"|"63. Spinach and Goat Cheese Stuffed Chicken Breast - 400kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Unknown

"|dinner|kosher
63|" Vegetarian Chili - 300kcal per portion, 4 portions
    - Allergic warnings"|"64. Vegetarian Chili - 300kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
64|" Stuffed Bell Peppers with Quinoa and Black Beans - 250kcal per portion, 2 portions
    - Allergic warnings"|"65. Stuffed Bell Peppers with Quinoa and Black Beans - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
65|" Butternut Squash Risotto - 400kcal per portion, 2 portions
    - Allergic warnings"|"66. Butternut Squash Risotto - 400kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Italy

"|dinner|kosher
66|" Veggie Pad Thai - 300kcal per portion, 2 portions
    - Allergic warnings"|"67. Veggie Pad Thai - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Thailand

"|dinner|kosher
67|" Tomato and Mozzarella Salad - 250kcal per portion, 2 portions
    - Allergic warnings"|"68. Tomato and Mozzarella Salad - 250kcal per portion, 2 portions
    - Allergic warnings: Dairy (if using cheese)
    - Origin: Italy

"|dinner|kosher
68|" Lentil Stew - 200kcal per portion, 4 portions
    - Allergic warnings"|"69. Lentil Stew - 200kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
69|" Zucchini Pancakes - 150kcal per portion, 4 portions
    - Allergic warnings"|"70. Zucchini Pancakes - 150kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
70|" Greek Veggie Wrap - 250kcal per portion, 2 portions
    - Allergic warnings"|"71. Greek Veggie Wrap - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Greece

"|dinner|kosher
71|" Lemon Garlic Salmon - 400kcal per portion, 2 portions
    - Allergic warnings"|"72. Lemon Garlic Salmon - 400kcal per portion, 2 portions
    - Allergic warnings: Fish
    - Origin: Unknown

"|dinner|kosher
72|" Quinoa and Vegetable Soup - 200kcal per portion, 4 portions
    - Allergic warnings"|"73. Quinoa and Vegetable Soup - 200kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
73|" Eggplant and Red Pepper Pasta - 300kcal per portion, 2 portions
    - Allergic warnings"|"74. Eggplant and Red Pepper Pasta - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
74|" General Tso's Tofu - 350kcal per portion, 2 portions
    - Allergic warnings"|"75. General Tso's Tofu - 350kcal per portion, 2 portions
    - Allergic warnings: Soy (if using soy sauce)
    - Origin: China

"|dinner|kosher
75|" Greek Orzo Salad - 250kcal per portion, 4 portions
    - Allergic warnings"|"76. Greek Orzo Salad - 250kcal per portion, 4 portions
    - Allergic warnings: None
    - Origin: Greece

"|dinner|kosher
76|" Quinoa and Chickpea Stuffed Peppers - 250kcal per portion, 2 portions
    - Allergic warnings"|"77. Quinoa and Chickpea Stuffed Peppers - 250kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: Unknown

"|dinner|kosher
77|" Ratatouille Stuffed Zucchini - 200kcal per portion, 2 portions
    - Allergic warnings"|"78. Ratatouille Stuffed Zucchini - 200kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: France

"|dinner|kosher
78|" Vegetable Lo Mein - 300kcal per portion, 2 portions
    - Allergic warnings"|"79. Vegetable Lo Mein - 300kcal per portion, 2 portions
    - Allergic warnings: None
    - Origin: China

"|dinner|kosher
